date,equity,cash,open_positions,opened_today,closed_today
2024-10-15,100000.0,100000.0,0,0,0
2024-10-16,100000.0,100000.0,0,0,0
2024-10-17,100000.0,100000.0,0,0,0
2024-10-18,100000.0,100000.0,0,0,0
2024-10-21,100000.0,100000.0,0,0,0
2024-10-22,100000.0,100000.0,0,0,0
2024-10-23,100000.0,100000.0,0,0,0
2024-10-24,100000.0,100000.0,0,0,0
2024-10-25,100000.0,100000.0,0,0,0
2024-10-28,100000.0,100000.0,0,0,0
2024-10-29,100000.0,100000.0,0,0,0
2024-10-30,100000.0,100000.0,0,0,0
2024-10-31,100000.0,100000.0,0,0,0
2024-11-01,100000.0,100000.0,0,0,0
2024-11-04,100000.0,100000.0,0,0,0
2024-11-05,100000.0,100000.0,0,0,0
2024-11-06,100000.0,100000.0,0,0,0
2024-11-07,100000.0,100000.0,0,0,0
2024-11-08,100000.0,100000.0,0,0,0
2024-11-11,100000.0,100000.0,0,0,0
2024-11-12,100000.0,100000.0,0,0,0
2024-11-13,100000.0,100000.0,0,0,0
2024-11-14,100000.0,100000.0,0,0,0
2024-11-15,100000.0,100000.0,0,0,0
2024-11-18,100000.0,100000.0,0,0,0
2024-11-19,100000.0,100000.0,0,0,0
2024-11-20,100000.0,100000.0,0,0,0
2024-11-21,100000.0,100000.0,0,0,0
2024-11-22,100000.0,100000.0,0,0,0
2024-11-25,100000.0,100000.0,0,0,0
2024-11-26,100000.0,100000.0,0,0,0
2024-11-27,100000.0,100000.0,0,0,0
2024-11-28,100000.0,100000.0,0,0,0
2024-11-29,100000.0,100000.0,0,0,0
2024-12-02,100000.0,100000.0,0,0,0
2024-12-03,100000.0,100000.0,0,0,0
2024-12-04,100000.0,100000.0,0,0,0
2024-12-05,100000.0,100000.0,0,0,0
2024-12-06,100000.0,100000.0,0,0,0
2024-12-09,100000.0,100000.0,0,0,0
2024-12-10,100000.0,100000.0,0,0,0
2024-12-11,100000.0,100000.0,0,0,0
2024-12-12,100000.0,100000.0,0,0,0
2024-12-13,100000.0,100000.0,0,0,0
2024-12-16,100000.0,100000.0,0,0,0
2024-12-17,100000.0,100000.0,0,0,0
2024-12-18,100000.0,100000.0,0,0,0
2024-12-19,100000.0,100000.0,0,0,0
2024-12-20,100000.0,100000.0,0,0,0
2024-12-23,100000.0,100000.0,0,0,0
2024-12-24,100000.0,100000.0,0,0,0
2024-12-25,100000.0,100000.0,0,0,0
2024-12-26,100000.0,100000.0,0,0,0
2024-12-27,100000.0,100000.0,0,0,0
2024-12-30,100000.0,100000.0,0,0,0
2024-12-31,100000.0,100000.0,0,0,0
2025-01-02,100000.0,100000.0,0,0,0
2025-01-03,100000.0,100000.0,0,0,0
2025-01-06,100000.0,100000.0,0,0,0
2025-01-07,100000.0,100000.0,0,0,0
2025-01-08,100000.0,100000.0,0,0,0
2025-01-09,100000.0,100000.0,0,0,0
2025-01-10,100000.0,100000.0,0,0,0
2025-01-13,100000.0,100000.0,0,0,0
2025-01-14,100000.0,100000.0,0,0,0
2025-01-15,100000.0,100000.0,0,0,0
2025-01-16,100000.0,100000.0,0,0,0
2025-01-17,100000.0,100000.0,0,0,0
2025-01-20,100000.0,100000.0,0,0,0
2025-01-21,100000.0,100000.0,0,0,0
2025-01-22,100000.0,100000.0,0,0,0
2025-01-23,100000.0,100000.0,0,0,0
2025-01-24,100000.0,100000.0,0,0,0
2025-01-27,100000.0,100000.0,0,0,0
2025-02-05,100000.0,100000.0,0,0,0
2025-02-06,100000.0,100000.0,0,0,0
2025-02-07,100000.0,100000.0,0,0,0
2025-02-10,100000.0,100000.0,0,0,0
2025-02-11,100000.0,100000.0,0,0,0
2025-02-12,100000.0,100000.0,0,0,0
2025-02-13,100000.0,100000.0,0,0,0
2025-02-14,100000.0,100000.0,0,0,0
2025-02-17,100000.0,100000.0,0,0,0
2025-02-18,100000.0,100000.0,0,0,0
2025-02-19,100000.0,100000.0,0,0,0
2025-02-20,100000.0,100000.0,0,0,0
2025-02-21,100000.0,100000.0,0,0,0
2025-02-24,100000.0,100000.0,0,0,0
2025-02-25,100000.0,100000.0,0,0,0
2025-02-26,100000.0,100000.0,0,0,0
2025-02-27,100000.0,100000.0,0,0,0
2025-02-28,100000.0,100000.0,0,0,0
2025-03-03,100000.0,100000.0,0,0,0
2025-03-04,100000.0,100000.0,0,0,0
2025-03-05,100000.0,100000.0,0,0,0
2025-03-06,100000.0,100000.0,0,0,0
2025-03-07,100000.0,100000.0,0,0,0
2025-03-10,100000.0,100000.0,0,0,0
2025-03-11,100000.0,100000.0,0,0,0
2025-03-12,100000.0,100000.0,0,0,0
2025-03-13,100000.0,100000.0,0,0,0
2025-03-14,100000.0,100000.0,0,0,0
2025-03-17,100000.0,100000.0,0,0,0
2025-03-18,100000.0,100000.0,0,0,0
2025-03-19,100000.0,100000.0,0,0,0
2025-03-20,100000.0,100000.0,0,0,0
2025-03-21,100000.0,100000.0,0,0,0
2025-03-24,100000.0,100000.0,0,0,0
2025-03-25,100000.0,100000.0,0,0,0
2025-03-26,100000.0,100000.0,0,0,0
2025-03-27,100000.0,100000.0,0,0,0
2025-03-28,100000.0,100000.0,0,0,0
2025-03-31,100000.0,100000.0,0,0,0
2025-04-01,100000.0,100000.0,0,0,0
2025-04-02,100000.0,100000.0,0,0,0
2025-04-03,100000.0,100000.0,0,0,0
2025-04-07,100000.0,100000.0,0,0,0
2025-04-08,100000.0,100000.0,0,0,0
2025-04-09,100000.0,100000.0,0,0,0
2025-04-10,100000.0,100000.0,0,0,0
2025-04-11,100000.0,100000.0,0,0,0
2025-04-14,100000.0,100000.0,0,0,0
2025-04-15,100000.0,100000.0,0,0,0
2025-04-16,100000.0,100000.0,0,0,0
2025-04-17,100000.0,100000.0,0,0,0
2025-04-18,100000.0,100000.0,0,0,0
2025-04-21,100000.0,100000.0,0,0,0
2025-04-22,100000.0,100000.0,0,0,0
2025-04-23,100046.09030877793,96283.76650077793,1,1,0
2025-04-24,100025.39725523724,100025.39725523724,0,0,1
2025-04-25,100025.39725523724,100025.39725523724,0,0,0
2025-04-28,100025.39725523724,100025.39725523724,0,0,0
2025-04-29,100025.39725523724,100025.39725523724,0,0,0
2025-04-30,100025.39725523724,100025.39725523724,0,0,0
2025-05-06,100025.39725523724,100025.39725523724,0,0,0
2025-05-07,100025.39725523724,100025.39725523724,0,0,0
2025-05-08,100025.39725523724,100025.39725523724,0,0,0
2025-05-09,100025.39725523724,100025.39725523724,0,0,0
2025-05-12,100025.39725523724,100025.39725523724,0,0,0
2025-05-13,100025.39725523724,100025.39725523724,0,0,0
2025-05-14,100025.39725523724,100025.39725523724,0,0,0
2025-05-15,100025.39725523724,100025.39725523724,0,0,0
2025-05-16,100025.39725523724,100025.39725523724,0,0,0
2025-05-19,100025.39725523724,100025.39725523724,0,0,0
2025-05-20,100025.39725523724,100025.39725523724,0,0,0
2025-05-21,100025.39725523724,100025.39725523724,0,0,0
2025-05-22,100025.39725523724,100025.39725523724,0,0,0
2025-05-23,100025.39725523724,100025.39725523724,0,0,0
2025-05-26,100025.39725523724,100025.39725523724,0,0,0
2025-05-27,100025.39725523724,100025.39725523724,0,0,0
2025-05-28,100025.39725523724,100025.39725523724,0,0,0
2025-05-29,100025.39725523724,100025.39725523724,0,0,0
2025-05-30,100025.39725523724,100025.39725523724,0,0,0
2025-06-03,100025.39725523724,100025.39725523724,0,0,0
2025-06-04,100025.39725523724,100025.39725523724,0,0,0
2025-06-05,100025.39725523724,100025.39725523724,0,0,0
2025-06-06,100025.39725523724,100025.39725523724,0,0,0
2025-06-09,100025.39725523724,100025.39725523724,0,0,0
2025-06-10,99957.28851198012,96717.28851198012,1,1,0
2025-06-11,99898.06843517513,99898.06843517513,0,0,1
2025-06-12,99898.06843517513,99898.06843517513,0,0,0
2025-06-13,99898.06843517513,99898.06843517513,0,0,0
2025-06-16,99898.06843517513,99898.06843517513,0,0,0
2025-06-17,99898.06843517513,99898.06843517513,0,0,0
2025-06-18,99898.06843517513,99898.06843517513,0,0,0
2025-06-19,99898.06843517513,99898.06843517513,0,0,0
2025-06-20,99898.06843517513,99898.06843517513,0,0,0
2025-06-23,99898.06843517513,99898.06843517513,0,0,0
2025-06-24,99898.06843517513,99898.06843517513,0,0,0
2025-06-25,99898.06843517513,99898.06843517513,0,0,0
2025-06-26,99898.06843517513,99898.06843517513,0,0,0
2025-06-27,99898.06843517513,99898.06843517513,0,0,0
2025-06-30,99898.06843517513,99898.06843517513,0,0,0
2025-07-01,99898.06843517513,99898.06843517513,0,0,0
2025-07-02,99898.06843517513,99898.06843517513,0,0,0
2025-07-03,99898.06843517513,99898.06843517513,0,0,0
2025-07-04,99898.06843517513,99898.06843517513,0,0,0
2025-07-07,99898.06843517513,99898.06843517513,0,0,0
2025-07-08,99898.06843517513,99898.06843517513,0,0,0
2025-07-09,99898.06843517513,99898.06843517513,0,0,0
2025-07-10,99898.06843517513,99898.06843517513,0,0,0
2025-07-11,99898.06843517513,99898.06843517513,0,0,0
2025-07-14,99898.06843517513,99898.06843517513,0,0,0
2025-07-15,99898.06843517513,99898.06843517513,0,0,0
2025-07-16,99898.06843517513,99898.06843517513,0,0,0
2025-07-17,99898.06843517513,99898.06843517513,0,0,0
2025-07-18,99898.06843517513,99898.06843517513,0,0,0
2025-07-21,99898.06843517513,99898.06843517513,0,0,0
2025-07-22,99898.06843517513,99898.06843517513,0,0,0
2025-07-23,99898.06843517513,99898.06843517513,0,0,0
2025-07-24,99898.06843517513,99898.06843517513,0,0,0
2025-07-25,99898.06843517513,99898.06843517513,0,0,0
2025-07-28,99898.06843517513,99898.06843517513,0,0,0
2025-07-29,99898.06843517513,99898.06843517513,0,0,0
2025-07-30,99898.06843517513,99898.06843517513,0,0,0
2025-07-31,99898.06843517513,99898.06843517513,0,0,0
2025-08-01,99898.06843517513,99898.06843517513,0,0,0
2025-08-04,99898.06843517513,99898.06843517513,0,0,0
2025-08-05,99898.06843517513,99898.06843517513,0,0,0
2025-08-06,99898.06843517513,99898.06843517513,0,0,0
2025-08-07,99898.06843517513,99898.06843517513,0,0,0
2025-08-08,99898.06843517513,99898.06843517513,0,0,0
2025-08-11,99898.06843517513,99898.06843517513,0,0,0
2025-08-12,99898.06843517513,99898.06843517513,0,0,0
2025-08-13,99898.06843517513,99898.06843517513,0,0,0
2025-08-14,99898.06843517513,99898.06843517513,0,0,0
2025-08-15,99898.06843517513,99898.06843517513,0,0,0
2025-08-18,100170.3059254105,96288.3059254105,1,1,0
2025-08-19,100215.3059254105,96288.3059254105,1,0,0
2025-08-20,100224.3224813855,100224.3224813855,0,0,1
2025-08-21,100224.3224813855,100224.3224813855,0,0,0
2025-08-22,100224.3224813855,100224.3224813855,0,0,0
2025-08-25,100224.3224813855,100224.3224813855,0,0,0
2025-08-26,100224.3224813855,100224.3224813855,0,0,0
2025-08-27,100224.3224813855,100224.3224813855,0,0,0
2025-08-28,100224.3224813855,100224.3224813855,0,0,0
2025-08-29,100224.3224813855,100224.3224813855,0,0,0
2025-09-01,100224.3224813855,100224.3224813855,0,0,0
2025-09-02,100224.3224813855,100224.3224813855,0,0,0
2025-09-03,100224.3224813855,100224.3224813855,0,0,0
2025-09-04,100224.3224813855,100224.3224813855,0,0,0
2025-09-05,100224.3224813855,100224.3224813855,0,0,0
2025-09-08,100224.3224813855,100224.3224813855,0,0,0
2025-09-09,100224.3224813855,100224.3224813855,0,0,0
2025-09-10,100224.3224813855,100224.3224813855,0,0,0
2025-09-11,100224.3224813855,100224.3224813855,0,0,0
2025-09-12,100283.5995043878,97898.5995043878,1,1,0
2025-09-15,100245.2225646578,100245.2225646578,0,0,1
2025-09-16,100245.2225646578,100245.2225646578,0,0,0
2025-09-17,100245.2225646578,100245.2225646578,0,0,0
2025-09-18,100168.5382881376,97014.5382881376,1,1,0
2025-09-19,100282.23036351759,100282.23036351759,0,0,1
2025-09-22,100282.23036351759,100282.23036351759,0,0,0
2025-09-23,100282.23036351759,100282.23036351759,0,0,0
2025-09-24,100282.23036351759,100282.23036351759,0,0,0
2025-09-25,100226.17334820384,97713.17334820384,1,1,0
2025-09-26,100184.67019034884,100184.67019034884,0,0,1
2025-09-29,100184.67019034884,100184.67019034884,0,0,0
2025-09-30,100184.67019034884,100184.67019034884,0,0,0
2025-10-09,100184.67019034884,100184.67019034884,0,0,0
2025-10-10,100326.70466093005,97814.70466093005,1,1,0
2025-10-13,100181.30752630005,100181.30752630005,0,0,1
2025-10-14,100181.30752630005,100181.30752630005,0,0,0
2025-10-15,100181.30752630005,100181.30752630005,0,0,0
2025-10-16,100181.30752630005,100181.30752630005,0,0,0
2025-10-17,100181.30752630005,100181.30752630005,0,0,0
2025-10-20,100181.30752630005,100181.30752630005,0,0,0
2025-10-21,100181.30752630005,100181.30752630005,0,0,0
2025-10-22,100125.02778124482,97754.02778124482,1,1,0
2025-10-23,100102.64882202481,100102.64882202481,0,0,1
2025-10-24,100102.64882202481,100102.64882202481,0,0,0
2025-10-27,100102.64882202481,100102.64882202481,0,0,0
2025-10-28,100102.64882202481,100102.64882202481,0,0,0
2025-10-29,100102.64882202481,100102.64882202481,0,0,0
2025-10-30,100102.64882202481,100102.64882202481,0,0,0
2025-10-31,100102.64882202481,100102.64882202481,0,0,0
2025-11-03,100102.64882202481,100102.64882202481,0,0,0
2025-11-04,100057.41094986931,97865.41094986931,1,1,0
2025-11-05,99999.24908582431,99999.24908582431,0,0,1
2025-11-06,99999.24908582431,99999.24908582431,0,0,0
2025-11-07,99999.24908582431,99999.24908582431,0,0,0
2025-11-10,99999.24908582431,99999.24908582431,0,0,0
2025-11-11,100029.43367804991,96197.43367804991,1,1,0
2025-11-12,99948.63703684992,99948.63703684992,0,0,1
2025-11-13,99948.63703684992,99948.63703684992,0,0,0
2025-11-14,99948.63703684992,99948.63703684992,0,0,0
2025-11-17,99948.63703684992,99948.63703684992,0,0,0
2025-11-18,99948.63703684992,99948.63703684992,0,0,0
2025-11-19,99948.63703684992,99948.63703684992,0,0,0
2025-11-20,99948.63703684992,99948.63703684992,0,0,0
2025-11-21,99948.63703684992,99948.63703684992,0,0,0
2025-11-24,99948.63703684992,99948.63703684992,0,0,0
2025-11-25,99948.63703684992,99948.63703684992,0,0,0
2025-11-26,99948.63703684992,99948.63703684992,0,0,0
2025-11-27,99948.63703684992,99948.63703684992,0,0,0
2025-11-28,99948.63703684992,99948.63703684992,0,0,0
2025-12-01,99948.63703684992,99948.63703684992,0,0,0
2025-12-02,99948.63703684992,99948.63703684992,0,0,0
2025-12-03,99948.63703684992,99948.63703684992,0,0,0
2025-12-04,99948.63703684992,99948.63703684992,0,0,0
2025-12-05,99948.63703684992,99948.63703684992,0,0,0
2025-12-08,99948.63703684992,99948.63703684992,0,0,0
2025-12-09,99948.63703684992,99948.63703684992,0,0,0
2025-12-10,99948.63703684992,99948.63703684992,0,0,0
2025-12-11,99948.63703684992,99948.63703684992,0,0,0
2025-12-12,99948.63703684992,99948.63703684992,0,0,0
2025-12-15,99948.63703684992,99948.63703684992,0,0,0
2025-12-16,99948.63703684992,99948.63703684992,0,0,0
2025-12-17,99948.63703684992,99948.63703684992,0,0,0
2025-12-18,99948.63703684992,99948.63703684992,0,0,0
2025-12-19,99948.63703684992,99948.63703684992,0,0,0
2025-12-22,99981.87346961122,95973.87346961122,1,1,0
2025-12-23,99876.92334717122,99876.92334717122,0,0,1
2025-12-24,99876.92334717122,99876.92334717122,0,0,0
2025-12-25,99876.92334717122,99876.92334717122,0,0,0
2025-12-26,99876.92334717122,99876.92334717122,0,0,0
2025-12-29,99876.92334717122,99876.92334717122,0,0,0
2025-12-30,99876.92334717122,99876.92334717122,0,0,0
2025-12-31,99876.92334717122,99876.92334717122,0,0,0
2026-01-05,99876.92334717122,99876.92334717122,0,0,0
2026-01-06,99876.92334717122,99876.92334717122,0,0,0
2026-01-07,99876.92334717122,99876.92334717122,0,0,0
2026-01-08,99876.92334717122,99876.92334717122,0,0,0
2026-01-09,99876.92334717122,99876.92334717122,0,0,0
2026-01-12,99876.92334717122,99876.92334717122,0,0,0
2026-01-13,99876.92334717122,99876.92334717122,0,0,0
2026-01-14,99876.92334717122,99876.92334717122,0,0,0
2026-01-15,99876.92334717122,99876.92334717122,0,0,0
2026-01-16,99876.92334717122,99876.92334717122,0,0,0
2026-01-19,99876.92334717122,99876.92334717122,0,0,0
2026-01-20,99876.92334717122,99876.92334717122,0,0,0
2026-01-21,99876.92334717122,99876.92334717122,0,0,0
2026-01-22,99876.92334717122,99876.92334717122,0,0,0
2026-01-23,99876.92334717122,99876.92334717122,0,0,0
2026-01-26,99876.92334717122,99876.92334717122,0,0,0
2026-01-27,99876.92334717122,99876.92334717122,0,0,0
2026-01-28,99876.92334717122,99876.92334717122,0,0,0
2026-01-29,99876.92334717122,99876.92334717122,0,0,0
2026-01-30,99876.92334717122,99876.92334717122,0,0,0
2026-02-02,99876.92334717122,99876.92334717122,0,0,0
2026-02-03,99876.92334717122,99876.92334717122,0,0,0
2026-02-04,99876.92334717122,99876.92334717122,0,0,0
2026-02-05,99876.92334717122,99876.92334717122,0,0,0
2026-02-06,99876.92334717122,99876.92334717122,0,0,0
2026-02-09,99876.92334717122,99876.92334717122,0,0,0
2026-02-10,99876.92334717122,99876.92334717122,0,0,0
2026-02-11,99876.92334717122,99876.92334717122,0,0,0
2026-02-12,99876.92334717122,99876.92334717122,0,0,0
2026-02-13,99876.92334717122,99876.92334717122,0,0,0
2026-02-24,99876.92334717122,99876.92334717122,0,0,0
2026-02-25,99876.92334717122,99876.92334717122,0,0,0
2026-02-26,99876.92334717122,99876.92334717122,0,0,0
2026-02-27,99876.92334717122,99876.92334717122,0,0,0
2026-03-02,99876.92334717122,99876.92334717122,0,0,0
2026-03-03,100187.21596295685,96277.21596295685,1,1,0
2026-03-04,99968.47990645685,99968.47990645685,0,0,1
2026-03-05,99968.47990645685,99968.47990645685,0,0,0
2026-03-06,99968.47990645685,99968.47990645685,0,0,0
2026-03-09,99968.47990645685,99968.47990645685,0,0,0
2026-03-10,99968.47990645685,99968.47990645685,0,0,0
2026-03-11,99968.47990645685,99968.47990645685,0,0,0
2026-03-12,100075.0128471231,96595.0128471231,1,1,0
2026-03-13,99716.8523452731,99716.8523452731,0,0,1
2026-03-16,99716.8523452731,99716.8523452731,0,0,0
2026-03-17,99716.8523452731,99716.8523452731,0,0,0
2026-03-18,99716.8523452731,99716.8523452731,0,0,0
2026-03-19,99716.8523452731,99716.8523452731,0,0,0
2026-03-20,99716.8523452731,99716.8523452731,0,0,0
2026-03-23,99716.8523452731,99716.8523452731,0,0,0
2026-03-24,99716.8523452731,99716.8523452731,0,0,0
2026-03-25,99716.8523452731,99716.8523452731,0,0,0
2026-03-26,99716.8523452731,99716.8523452731,0,0,0
2026-03-27,99716.8523452731,99716.8523452731,0,0,0
2026-03-30,99716.8523452731,99716.8523452731,0,0,0
2026-03-31,99716.8523452731,99716.8523452731,0,0,0
2026-04-01,99726.51652978588,96002.51652978588,1,1,0
2026-04-02,99795.95121343512,96766.95121343512,1,1,1
2026-04-03,99856.82302342512,99856.82302342512,0,0,1
2026-04-07,99856.82302342512,99856.82302342512,0,0,0
2026-04-08,99856.82302342512,99856.82302342512,0,0,0
2026-04-09,99902.10789911525,96438.10789911525,1,1,0
2026-04-10,100248.10789911525,96438.10789911525,1,0,0
2026-04-13,100299.20018596525,100299.20018596525,0,0,1
2026-04-14,100299.20018596525,100299.20018596525,0,0,0
2026-04-15,100299.20018596525,100299.20018596525,0,0,0
2026-04-16,100299.20018596525,100299.20018596525,0,0,0
2026-04-17,100299.20018596525,100299.20018596525,0,0,0
2026-04-20,100299.20018596525,100299.20018596525,0,0,0
2026-04-21,100665.42887863105,96505.42887863105,1,1,0
2026-04-22,100999.30359770884,93194.30359770884,2,1,0
2026-04-23,100909.15152626885,97297.15152626885,1,0,1
2026-04-24,100543.86480629384,100543.86480629384,0,0,1
2026-04-27,100543.86480629384,100543.86480629384,0,0,0
2026-04-28,100543.86480629384,100543.86480629384,0,0,0
2026-04-29,100543.86480629384,100543.86480629384,0,0,0
2026-04-30,100543.86480629384,100543.86480629384,0,0,0
